GenomicLocus	IndSigSNP	chr	bp	snp	DateAddedToCatalog	PMID	FirstAuth	Date	Journal	Link	Study	Trait	InitialN	ReplicationN	Region	ReportedGene	MappedGene	UpGene	DownGene	SNP_Gene_ID	UpGeneDist	DownGeneDist	Strongest	SNPs	marged	SNP_ID_cur	Context	intergenic	RiskAF	P	Pmlog	Ptext	OrBeta	95CI	Platform	CNV
135	rs4764702	12	102513531	rs2292303	2009-12-04	19893584	Kim JJ	2009-11-06	J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/19893584	Identification of 15 loci influencing height in a Korean population.	Height	8,842 Korean ancestry individuals	NA	12q23.2	NUP37, C12orf48, PMCH	NUP37			79023			rs2292303-C	rs2292303	0	2292303	intron_variant	0	0.30	8E-6	5.096910013008056		0.51	[NR] cm decrease	Affymetrix [334546]	N
135	rs4764702	12	102875569	rs35767	2010-02-28	20081858	Dupuis J	2010-01-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20081858	New genetic loci implicated in fasting glucose homeostasis and their impact on type 2 diabetes risk.	Fasting blood insulin	38,238 European ancestry individuals	62,264 European ancestry individuals	12q23.2	IGF1	IGF1			3479			rs35767-G	rs35767	0	35767	upstream_gene_variant	0	0.85	3E-8	7.522878745280337		0.01	[-0.00176-0.02176] pmol/L increase (replication)	Affymetrix, Illumina [~ 2500000] (imputed)	N
135	rs4764702	12	102875569	rs35767	2018-01-23	20081858	Dupuis J	2010-01-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20081858	New genetic loci implicated in fasting glucose homeostasis and their impact on type 2 diabetes risk.	Homeostasis model assessment of insulin resistance	37,037 European ancestry individuals	62,264 European ancestry individuals	12q23.2	IGF1	IGF1			3479			rs35767-G	rs35767	0	35767	upstream_gene_variant	0	0.85	2E-9	8.698970004336019		0.013	[0.0012-0.0248] unit increase (replication)	Affymetrix, Illumina [~ 2500000] (imputed)	N
135	rs4764702	12	102912558	rs35747	2012-08-15	22581228	Manning AK	2012-05-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22581228	A genome-wide approach accounting for body mass index identifies genetic variants influencing fasting glycemic traits and insulin resistance.	Fasting blood insulin (BMI interaction)	Up to 51,750 European ancestry individuals	Up to 33,823 European ancestry individuals	12q23.2	IGF1	LOC105369944			105369944			rs35747-A	rs35747	0	35747	intergenic_variant	0	0.8286	1E-9	9.0		0.001135	[-0.00047-0.00274] unit increase	Affymetrix, Illumina [~ 2400000] (imputed)	N
135	rs4764702	12	102912558	rs35747	2018-01-25	22581228	Manning AK	2012-05-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22581228	A genome-wide approach accounting for body mass index identifies genetic variants influencing fasting glycemic traits and insulin resistance.	Fasting blood insulin	Up to 51,750 European ancestry individuals	Up to 33,823 European ancestry individuals	12q23.2	IGF1	LOC105369944			105369944			rs35747-A	rs35747	0	35747	intergenic_variant	0	0.815	9E-9	8.045757490560675		0.0233	[0.015-0.031] unit increase	Affymetrix, Illumina [~ 2400000] (imputed)	N
135	rs7964361	12	102994878	rs7964361	2018-01-15	27680694	Horikoshi M	2016-10-13	Nature	www.ncbi.nlm.nih.gov/pubmed/27680694	Genome-wide associations for birth weight and correlations with adult disease.	Birth weight	133,903 European ancestry individuals, 6,635 African American individuals, 420 Turkish ancestry individuals, 365 Moroccan ancestry individuals, 395 Surinamese ancestry individuals, 840 Chinese ancestry individuals.	9,799 European ancestry individuals, 1,449 Filipino ancestry individuals.	12q23.2	IGF1	LOC105369944			105369944			rs7964361-A	rs7964361	0	7964361	intergenic_variant	0	0.08	1E-8	8.0		0.0378	[0.025-0.051] unit increase	Affymetrix, Illumina [at least 22434434] (imputed)	N
135	rs11111504	12	103596455	rs10860964	2015-04-16	25056061	Ripke S	2014-07-22	Nature	www.ncbi.nlm.nih.gov/pubmed/25056061	Biological insights from 108 schizophrenia-associated genetic loci.	Schizophrenia	32,405 European ancestry cases, 42,221 European ancestry controls, 1,235 European ancestry cases and 1,235 European ancestry controls from 1235 parent-offspring trios, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls	1,513 European ancestry cases, 66,236 European ancestry controls	12q23.2	C12orf42	C12orf42			374470			rs10860964-T	rs10860964	0	10860964	intergenic_variant	0	0.646	5E-8	7.301029995663981		1.06	[1.038-1.083]	Affymetrix, Illumina [9005918] (imputed)	N
135	rs11111504	12	103596455	rs10860964	2016-07-23	26198764	Goes FS	2015-07-21	Am J Med Genet B Neuropsychiatr Genet	www.ncbi.nlm.nih.gov/pubmed/26198764	Genome-wide association study of schizophrenia in Ashkenazi Jews.	Schizophrenia	592 Ashkenazi Jewish ancestry cases, 505 Ashkenazi Jewish ancestry controls, 36,989 cases, 113,075 controls	NA	12q23.2	NR	C12orf42			374470			rs10860964-T	rs10860964	0	10860964	intergenic_variant	0	NR	9E-8	7.045757490560675		1.06	[NR]	Illumina [7158791] (imputed)	N
135	rs11111504	12	103612733	rs1961982	2017-03-17	27089181	Okbay A	2016-04-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27089181	Genetic variants associated with subjective well-being, depressive symptoms, and neuroticism identified through genome-wide analyses.	Depression	105,739 European ancestry individuals, 16,471 European ancestry major depressive disorder cases, 58,835 European ancestry controls	368,890 European ancestry individuals	12q23.2	NR	C12orf42			374470			rs1961982-A	rs1961982	0	1961982	intergenic_variant	0	NR	7E-7	6.154901959985743		4.971417	[NR] z score decrease	Affymetrix [up to 6544862] (imputed)	N
136	rs10774625	12	111546165	rs10774613	2017-06-29	28360221	Böger CA	2017-03-30	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/28360221	NFAT5 and SLC4A10 Loci Associate with Plasma Osmolality.	Blood osmolality (transformed sodium)	45,889 European ancestry individuals, up to 8,765 Asian Indian ancestry individuals, up to 7,215 African ancestry individuals	17,637 European ancestry individuals	12q24.11	CCDC63, CUX2, ATXN2	CUX2			23316			rs10774613-T	rs10774613	0	10774613	intron_variant	0	0.56	2E-6	5.698970004336019	(EA)	0.03	unit increase	Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)	N
136	rs10774625	12	111679214	rs886126	2013-05-01	23364394	Lee JY	2013-01-31	J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23364394	A genome-wide association study of a coronary artery disease risk variant.	Coronary heart disease	2,123 Korean ancestry cases, 3,591 Korean ancestry controls	3,052 Japanese ancestry cases, 4,976 Japanese ancestry controls	12q24.11	CUX2	CUX2			23316			rs886126-T	rs886126	0	886126	intron_variant	0	0.66	1E-6	6.0		1.14	[1.08-1.20]	Affymetrix [521786]	N
136	rs10774625	12	111692124	rs4766453	2017-06-13	28232668	Yu Y	2017-02-24	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28232668	Genome-wide analyses of non-syndromic cleft lip with palate identify 14 novel loci and genetic heterogeneity.	Nonsyndromic cleft lip with cleft palate	2,033 Han Chinese ancestry cases, 4,051 Han Chinese ancestry controls	1,346 Han Chinese ancestry cases, 4,542 Han Chinese ancestry controls	12q24.11	NR	CUX2			23316			rs4766453-A	rs4766453	0	4766453	intron_variant	0	0.47	8E-6	5.096910013008056		1.14		Illumina [803202]	N
136	rs10774625	12	111708458	rs1265564	2012-03-09	22293688	Huang J	2012-02-01	Eur J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/22293688	1000 Genomes-based imputation identifies novel and refined associations for the Wellcome Trust Case Control Consortium phase 1 Data.	Type 1 diabetes	16,179 European ancestry individuals	NA	12q24.11	CUX2	CUX2			23316			rs1265564-?	rs1265564	0	1265564	non_coding_transcript_exon_variant	0	NR	1E-16	16.0		1.45	[1.28-1.67]	NR [6233112] (imputed)	N
136	rs10774625	12	111800258	rs3809272	2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Platelet count	166,066 European ancestry individuals	NA	12q24.12	FAM109A	FAM109A			144717			rs3809272-A	rs3809272	0	3809272	3_prime_UTR_variant	0	0.3039	4E-126	125.39794000867204		0.0945364	[0.087-0.102] unit decrease	Affymetrix [~ 2500000] (imputed)	N
136	rs10774625	12	111833788	rs10774624	2014-08-05	24390342	Okada Y	2013-12-25	Nature	www.ncbi.nlm.nih.gov/pubmed/24390342	Genetics of rheumatoid arthritis contributes to biology and drug discovery.	Rheumatoid arthritis	up to 14,361 European ancestry cases, up to 42,923 European ancestry controls, up to 4,873 East Asian ancestry cases, up to 17,642 East Asian ancestry controls	up to 3,775 European ancestry cases, up to 5,801 European ancestry controls, up to 6,871 East Asian ancestry cases, up to 6,392 East Asian ancestry controls	12q24.12	SH2B3, PTPN11	HSPA8P14 - LOC105369984	642580	105369984		10304	846	rs10774624-G	rs10774624	0	10774624	intron_variant	1	0.5	7E-9	8.154901959985743	(EA)	1.09	[1.06-1.13]	Affymetrix, Illumina [up to 9739303] (imputed)	N
136	rs10774625	12	111833788	rs10774624	2017-08-04	27989323	Ahola-Olli AV	2016-12-13	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/27989323	Genome-wide Association Study Identifies 27 Loci Influencing Concentrations of Circulating Cytokines and Growth Factors.	Interferon gamma-induced protein 10 levels	3,685 Finnish ancestry individuals	NA	12q24.12	NR	HSPA8P14 - LOC105369984	642580	105369984		10304	846	rs10774624-G	rs10774624	0	10774624	intron_variant	1		7E-6	5.154901959985743		0.1069	[0.06-0.154] SD units increase	NR [10700000] (imputed)	N
136	rs10774625	12	111833788	rs10774624	2017-08-04	27989323	Ahola-Olli AV	2016-12-13	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/27989323	Genome-wide Association Study Identifies 27 Loci Influencing Concentrations of Circulating Cytokines and Growth Factors.	Monokine induced by gamma interferon levels	3,685 Finnish ancestry individuals	NA	12q24.12	NR	HSPA8P14 - LOC105369984	642580	105369984		10304	846	rs10774624-G	rs10774624	0	10774624	intron_variant	1	NR	9E-6	5.045757490560675		0.1056	[0.059-0.152] SD units increase	NR [10700000] (imputed)	N
136	rs10774625	12	111833788	rs10774624	2017-09-26	27723757	Jin Y	2016-11-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27723757	Genome-wide association studies of autoimmune vitiligo identify 23 new risk loci and highlight key pathways and regulatory variants.	Vitiligo	2,853 European ancestry cases and 37,405 European ancestry controls	1,827 European ancestry cases and 2,181 European ancestry controls	12q24.12	SH2B3, ATXN2	HSPA8P14 - LOC105369984	642580	105369984		10304	846	rs10774624-G	rs10774624	0	10774624	intron_variant	1	0.5048	6E-23	22.221848749616356		1.2693577	[1.2-1.33]	Illumina [8966411] (imputed)	N
136	rs10774625	12	111865049	rs7310615	2016-10-05	26561523	de Vries PS	2015-11-10	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/26561523	A meta-analysis of 120,246 individuals identifies 18 new loci for fibrinogen concentration.	Fibrinogen levels	120,246 European ancestry individuals	NA	12q24.12	SH2B3	SH2B3			10019			rs7310615-C	rs7310615	0	7310615	intron_variant	0	0.5	2E-13	12.698970004336019		0.0069	NR unit decrease	Affymetrix, Illumina [~ 10700000] (imputed)	N
136	rs10774625	12	111884608	rs3184504	2009-03-01	19198610	Gudbjartsson DF	2009-02-08	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19198610	Sequence variants affecting eosinophil numbers associate with asthma and myocardial infarction.	Eosinophil counts	9,392 European ancestry individuals	12,118 European ancestry individuals, 5,212 East Asian ancestry individuals	12q24.12	SH2B3	SH2B3			10019			rs3184504-T	rs3184504	0	3184504	missense_variant	0	0.38	7E-19	18.154901959985743	(EA)	7.6	[5.9-9.3] % standard unit increase	Illumina [312179]	N
136	rs10774625	12	111884608	rs3184504	2009-05-19	19430479	Levy D	2009-05-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19430479	Genome-wide association study of blood pressure and hypertension.	Diastolic blood pressure	29,136 European ancestry individuals	34,433 European ancestry individuals	12q24.12	SH2B3	SH2B3			10019			rs3184504-T	rs3184504	0	3184504	missense_variant	0	0.48	3E-14	13.522878745280337		0.48	[0.36-0.60] mm Hg increase	Affymetrix, Illumina [2533153] (imputed)	N
136	rs10774625	12	111884608	rs3184504	2009-05-19	19430479	Levy D	2009-05-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19430479	Genome-wide association study of blood pressure and hypertension.	Systolic blood pressure	29,136 European ancestry individuals	34,433 European ancestry individuals	12q24.12	SH2B3	SH2B3			10019			rs3184504-T	rs3184504	0	3184504	missense_variant	0	0.48	5E-9	8.301029995663981		0.58	[0.38-0.78] mm Hg increase	Affymetrix, Illumina [2533153] (imputed)	N
136	rs10774625	12	111884608	rs3184504	2009-06-01	19430480	Barrett JC	2009-05-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19430480	Genome-wide association study and meta-analysis find that over 40 loci affect risk of type 1 diabetes.	Type 1 diabetes	7,514 European ancestry cases, 9,045 European ancestry controls	4,267 European ancestry cases, 4,670 European ancestry controls, 4,342 European ancestry trios from 2,319 families	12q24.12	SH2B3	SH2B3			10019			rs3184504-?	rs3184504	0	3184504	missense_variant	0	NR	3E-27	26.522878745280337				Affymetrix, Illumina [841622] (imputed)	N
136	rs10774625	12	111884608	rs3184504	2010-06-13	20453842	Stahl EA	2010-05-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20453842	Genome-wide association study meta-analysis identifies seven new rheumatoid arthritis risk loci.	Rheumatoid arthritis	5,539 European ancestry cases, 20,169 European ancestry controls	6,768 European ancestry cases, 8,806 European ancestry controls	12q24.12	SH2B3	SH2B3			10019			rs3184504-T	rs3184504	0	3184504	missense_variant	0	0.51	6E-6	5.221848749616356		1.08	[NR]	Affymetrix, Illumina [~ 2716259] (imputed)	N
136	rs10774625	12	111884608	rs3184504	2011-04-11	21378990	Schunkert H	2011-03-06	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21378990	Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.	Coronary heart disease	22,233 European ancestry cases, 64,762 European ancestry controls	56,682 European ancestry cases and controls	12q24.12	SH2B3	SH2B3			10019			rs3184504-T	rs3184504	0	3184504	missense_variant	0	0.44	6E-6	5.221848749616356		1.07	[1.04-1.10]	Affymetrix, Illumina [~ 2300000] (imputed)	N
136	rs10774625	12	111884608	rs3184504	2011-09-21	21829393	Plagnol V	2011-08-04	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21829393	Genome-wide association analysis of autoantibody positivity in type 1 diabetes cases.	Type 1 diabetes	8,506 European ancestry cases, up to 10,596 European ancestry controls	NA	12q24.12	SH2B3	SH2B3			10019			rs3184504-T	rs3184504	0	3184504	missense_variant	0	NR	2E-38	37.69897000433602		1.3	[NR]	Affymetrix, Illumina [NR]	N
136	rs10774625	12	111884608	rs3184504	2011-10-21	21909115	Ehret GB	2011-09-11	Nature	www.ncbi.nlm.nih.gov/pubmed/21909115	Genetic variants in novel pathways influence blood pressure and cardiovascular disease risk.	Diastolic blood pressure	69,395 European ancestry individuals	Up to 133,361 European ancestry individuals	12q24.12	SH2B3	SH2B3			10019			rs3184504-T	rs3184504	0	3184504	missense_variant	0	0.47	4E-25	24.397940008672037		0.448	[NR] mmHg increase	Affymetrix, Illumina [~ 2500000] (imputed)	N
136	rs10774625	12	111884608	rs3184504	2012-05-25	22493691	Eriksson N	2012-04-06	PLoS One	www.ncbi.nlm.nih.gov/pubmed/22493691	Novel associations for hypothyroidism include known autoimmune risk loci.	Hypothyroidism	3,736 European ancestry cases, 35,546 European ancestry controls	NA	12q24.12	SH2B3, ATXN2, LOC100101246, BRAP, NAA25, C12orf51, PTPN11	SH2B3			10019			rs3184504-T	rs3184504	0	3184504	missense_variant	0	0.502	3E-12	11.522878745280337		1.2	[1.14-1.27]	Illumina [870065]	N
136	rs10774625	12	111884608	rs3184504	2013-03-19	23222517	van der Harst P	2012-12-05	Nature	www.ncbi.nlm.nih.gov/pubmed/23222517	Seventy-five genetic loci influencing the human red blood cell.	Red blood cell traits	62,553 European ancestry individuals, 9,308 South Asian ancestry individuals	63,506 European ancestry individuals	12q24.12	SH2B3, ATXN2	SH2B3			10019			rs3184504-T	rs3184504	0	3184504	missense_variant	0	0.48	4E-19	18.397940008672037	(EA, Hgb)	0.051	[0.039-0.063] unit increase	Affymetrix, Illumina, Perlegen [2711806] (imputed)	N
136	rs10774625	12	111884608	rs3184504	2013-06-06	23417110	Tin A	2013-02-16	Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23417110	Genome-wide association study identified the human leukocyte antigen region as a novel locus for plasma beta-2 microglobulin.	Beta-2 microglubulin plasma levels	6,728 European ancestry individuals		12q24.12	SH2B3, ATXN2	SH2B3			10019			rs3184504-C	rs3184504	0	3184504	missense_variant	0	0.49	3E-8	7.522878745280337		0.02	[0.012-0.028] unit decrease	Affymetrix [2500000] (imputed)	N
136	rs10774625	12	111884608	rs3184504	2014-03-25	24026423	Shameer K	2013-09-12	Hum Genet	www.ncbi.nlm.nih.gov/pubmed/24026423	A genome- and phenome-wide association study to identify genetic variants influencing platelet count and volume and their pleiotropic effects.	Platelet count	13,582 European ancestry individuals	NA	12q24.12	SH2B3, ATXN2	SH2B3			10019			rs3184504-C	rs3184504	0	3184504	missense_variant	0	0.5	5E-11	10.301029995663981		5.33	[NR] unit decrease	Illumina [476395]	N
136	rs10774625	12	111884608	rs3184504	2014-07-23	24262325	Dichgans M	2013-11-21	Stroke	www.ncbi.nlm.nih.gov/pubmed/24262325	Shared genetic susceptibility to ischemic stroke and coronary artery disease: a genome-wide analysis of common variants.	Coronary artery disease	33,398 cases, 75,726 controls	NA	12q24.12	SH2B3	SH2B3			10019			rs3184504-T	rs3184504	0	3184504	missense_variant	0	NR	9E-7	6.045757490560675		1.07	[1.04-1.11]	Illumina [575000] (imputed)	N
